Orthogroup	Boltonia_decurrens_hap1_1.0_CDS	Arabidopsis_thaliana_GCF_000001735.4_CDS
OG0003793	g35490.t1	lcl|NC_003074.8_cds_NP_001327088.1_20504, lcl|NC_003074.8_cds_NP_566165.2_20502, lcl|NC_003074.8_cds_NP_001327087.1_20503
OG0003795	g20172.t1, g19839.t1, g33394.t1	lcl|NC_003074.8_cds_NP_186872.1_20513
OG0003804	g18684.t1, g13063.t1	lcl|NC_003074.8_cds_NP_186955.1_20695, lcl|NC_003076.8_cds_NP_001318575.1_40035
OG0003805	g18683.t2, g18683.t1	lcl|NC_003074.8_cds_NP_186956.2_20696, lcl|NC_003076.8_cds_NP_197195.2_40037
OG0003814	g30206.t1, g28734.t1	lcl|NC_003074.8_cds_NP_187090.1_20924, lcl|NC_003074.8_cds_NP_001189805.1_20925
OG0003818	g373.t1	lcl|NC_003074.8_cds_NP_001118576.1_21028, lcl|NC_003074.8_cds_NP_001030637.1_21027, lcl|NC_003074.8_cds_NP_187142.1_21026
OG0003830	g9254.t1	lcl|NC_003074.8_cds_NP_850529.1_21487, lcl|NC_003074.8_cds_NP_566297.2_21488, lcl|NC_003074.8_cds_NP_001326118.1_21489
OG0003831	g28627.t1	lcl|NC_003076.8_cds_NP_199664.2_44507, lcl|NC_003074.8_cds_NP_187400.1_21567, lcl|NC_003074.8_cds_NP_001327656.1_21566
OG0003836	g32858.t1, g33030.t1	lcl|NC_003074.8_cds_NP_850539.1_21658, lcl|NC_003074.8_cds_NP_566321.1_21659
OG0003841	g5314.t1	lcl|NC_003076.8_cds_NP_199888.1_44933, lcl|NC_003076.8_cds_NP_197069.1_39814, lcl|NC_003074.8_cds_NP_187502.2_21782
OG0003845	g18252.t1	lcl|NC_003074.8_cds_NP_001078125.1_21847, lcl|NC_003074.8_cds_NP_187531.1_21848, lcl|NC_003074.8_cds_NP_187734.1_22235
OG0003848	g18164.t1	lcl|NC_003074.8_cds_NP_187561.1_21900, lcl|NC_003076.8_cds_NP_195881.1_37451, lcl|NC_003076.8_cds_NP_001190209.1_37450
OG0003877	g34649.t1, g6198.t1, g6198.t2	lcl|NC_003074.8_cds_NP_187873.1_22522
OG0003879	g14453.t1	lcl|NC_003074.8_cds_NP_187919.1_22615, lcl|NC_003074.8_cds_NP_001189875.1_22616, lcl|NC_003074.8_cds_NP_001325784.1_22614
OG0003885	g23759.t1	lcl|NC_003074.8_cds_NP_566466.1_22793
OG0003885	g27396.t1	lcl|NC_003074.8_cds_NP_189041.1_24729
OG0003888	g20566.t1	lcl|NC_003074.8_cds_NP_188028.2_22851, lcl|NC_003074.8_cds_NP_850581.1_22852, lcl|NC_003074.8_cds_NP_001189889.1_22850
OG0003891	g14671.t1, g2940.t1	lcl|NC_003074.8_cds_NP_001078156.1_23027, lcl|NC_003074.8_cds_NP_188120.1_23026
OG0003900	g20433.t1, g20433.t2	lcl|NC_003074.8_cds_NP_566543.1_23297, lcl|NC_003074.8_cds_NP_001189911.1_23298
OG0003905	g34140.t1	lcl|NC_003075.7_cds_NP_567487.5_32377, lcl|NC_003074.8_cds_NP_001078165.1_23419, lcl|NC_003074.8_cds_NP_566562.1_23420
OG0003917	g19608.t1	lcl|NC_003075.7_cds_NP_195066.1_35883
OG0003917	g22746.t1	lcl|NC_003074.8_cds_NP_188555.1_23850
OG0003923	g1940.t1, g1940.t2	lcl|NC_003074.8_cds_NP_566650.1_23976, lcl|NC_003074.8_cds_NP_001327924.1_23977
OG0003929	g14564.t1	lcl|NC_003074.8_cds_NP_001326771.1_24142, lcl|NC_003074.8_cds_NP_974346.1_24140, lcl|NC_003074.8_cds_NP_188701.2_24141
OG0003933	g3563.t1, g3576.t1	lcl|NC_003074.8_cds_NP_001319606.1_24229, lcl|NC_003074.8_cds_NP_188759.1_24230
OG0003937	g22913.t1	lcl|NC_003074.8_cds_NP_188799.1_24311, lcl|NC_003075.7_cds_NP_193278.4_32237, lcl|NC_003075.7_cds_NP_001154237.1_32238
OG0003943	g1929.t1	lcl|NC_003075.7_cds_NP_193216.1_32070, lcl|NC_003074.8_cds_NP_188902.1_24482, lcl|NC_003075.7_cds_NP_001190731.1_32069
OG0003944	g8229.t1	lcl|NC_003074.8_cds_NP_001326902.1_24490, lcl|NC_003074.8_cds_NP_188908.2_24489, lcl|NC_003074.8_cds_NP_001189950.1_24491
OG0003945	g370.t1	lcl|NC_003075.7_cds_NP_001329676.1_32025, lcl|NC_003075.7_cds_NP_193204.1_32026, lcl|NC_003074.8_cds_NP_188929.1_24520
OG0003952	g3164.t1, g34199.t1	lcl|NC_003074.8_cds_NP_189057.1_24755, lcl|NC_003074.8_cds_NP_001327395.1_24754
OG0003953	g13028.t1, g6528.t1	lcl|NC_003074.8_cds_NP_001030757.1_24761, lcl|NC_003074.8_cds_NP_189060.2_24760
OG0003957	g27270.t1, g28608.t1	lcl|NC_003074.8_cds_NP_189177.1_24978, lcl|NC_003074.8_cds_NP_001326334.1_24977
OG0003963	g6093.t1	lcl|NC_003074.8_cds_NP_001326780.1_25258, lcl|NC_003074.8_cds_NP_189317.1_25257, lcl|NC_003074.8_cds_NP_566801.1_25260
OG0003966	g12597.t1	lcl|NC_003074.8_cds_NP_001189986.1_25363, lcl|NC_003074.8_cds_NP_001325762.1_25362, lcl|NC_003074.8_cds_NP_189368.5_25364
OG0003969	g32768.t1, g5150.t1, g17088.t1	lcl|NC_003074.8_cds_NP_189391.1_25423
OG0003972	g16914.t1	lcl|NC_003074.8_cds_NP_189510.2_25628, lcl|NC_003074.8_cds_NP_001030790.3_25626, lcl|NC_003074.8_cds_NP_001154651.1_25627
OG0003973	g1401.t1, g5230.t2, g5230.t1	lcl|NC_003074.8_cds_NP_189515.1_25637
OG0003974	g5250.t1, g16909.t1, g18964.t1	lcl|NC_003074.8_cds_NP_189528.1_25656
OG0003975	g35556.t1	lcl|NC_003074.8_cds_NP_683601.1_25670, lcl|NC_003076.8_cds_NP_001190492.1_44522, lcl|NC_003076.8_cds_NP_199671.1_44523
OG0003978	g35458.t1, g18996.t1	lcl|NC_003074.8_cds_NP_189657.1_25866, lcl|NC_003074.8_cds_NP_001154655.1_25867
OG0003983	g7711.t1, g31803.t1	lcl|NC_003076.8_cds_NP_197617.1_40895, lcl|NC_003074.8_cds_NP_190012.1_26153
OG0003991	g30084.t1	lcl|NC_003074.8_cds_NP_566874.1_26329, lcl|NC_003074.8_cds_NP_850658.1_26330, lcl|NC_003074.8_cds_NP_001326667.1_26328
OG0004005	g3268.t1	lcl|NC_003074.8_cds_NP_190330.1_26724, lcl|NC_003074.8_cds_NP_001325474.1_26723, lcl|NC_003076.8_cds_NP_201047.1_47119
OG0004008	g33270.t1	lcl|NC_003074.8_cds_NP_190378.2_26816, lcl|NC_003074.8_cds_NP_001325714.1_26815, lcl|NC_003076.8_cds_NP_201073.1_47162
OG0004011	g20169.t1	lcl|NC_003076.8_cds_NP_201156.1_47317, lcl|NC_003074.8_cds_NP_190437.1_26943, lcl|NC_003076.8_cds_NP_001190608.1_47316
OG0004017	g30800.t1, g21246.t1, g16066.t1	lcl|NC_003074.8_cds_NP_190538.1_27130
OG0004027	g19081.t2, g19081.t1	lcl|NC_003074.8_cds_NP_190628.6_27270, lcl|NC_003074.8_cds_NP_001326234.1_27271
OG0004028	g19398.t1	lcl|NC_003074.8_cds_NP_190665.2_27326, lcl|NC_003074.8_cds_NP_001325881.1_27325, lcl|NC_003076.8_cds_NP_569033.1_47913
OG0004040	g7115.t1, g30861.t1, g30859.t1	lcl|NC_003074.8_cds_NP_190861.1_27694
OG0004047	g4333.t1, g18259.t1	lcl|NC_003074.8_cds_NP_001325478.1_28229, lcl|NC_003074.8_cds_NP_191125.1_28228
OG0004056	g26880.t1	lcl|NC_003074.8_cds_NP_974452.1_28613, lcl|NC_003074.8_cds_NP_001327768.1_28614, lcl|NC_003074.8_cds_NP_191322.3_28615
OG0004065	g30177.t1, g13109.t1	lcl|NC_003074.8_cds_NP_001326850.1_28990, lcl|NC_003074.8_cds_NP_191528.1_28991
OG0004080	g27662.t1, g27663.t1, g28951.t1	lcl|NC_003074.8_cds_NP_567135.1_29617
OG0004085	g1688.t1	lcl|NC_003075.7_cds_NP_567212.1_29998, lcl|NC_003075.7_cds_NP_001329597.1_30000, lcl|NC_003075.7_cds_NP_001329598.1_29999
OG0004089	g27795.t1	lcl|NC_003075.7_cds_NP_001190653.1_30093, lcl|NC_003075.7_cds_NP_192089.1_30095, lcl|NC_003075.7_cds_NP_001328302.1_30094
OG0004102	g993.t1	lcl|NC_003075.7_cds_NP_001328400.1_30612, lcl|NC_003075.7_cds_NP_192397.2_30611, lcl|NC_003075.7_cds_NP_001328399.1_30613
OG0004103	g1204.t1	lcl|NC_003075.7_cds_NP_001190676.1_30622, lcl|NC_003075.7_cds_NP_001329057.1_30621, lcl|NC_003075.7_cds_NP_192401.5_30620
OG0004108	g24568.t1	lcl|NC_003075.7_cds_NP_193842.1_33405, lcl|NC_003075.7_cds_NP_192451.1_30723, lcl|NC_003075.7_cds_NP_001118940.1_30724
OG0004115	g31287.t1	lcl|NC_003075.7_cds_NP_001328090.1_31292, lcl|NC_003075.7_cds_NP_001328091.1_31290, lcl|NC_003075.7_cds_NP_192843.2_31291
OG0004116	g11975.t1	lcl|NC_003075.7_cds_NP_567683.1_33886, lcl|NC_003075.7_cds_NP_192874.2_31329, lcl|NC_003075.7_cds_NP_001031617.1_31330
OG0004118	g33552.t1	lcl|NC_003075.7_cds_NP_001328245.1_33778, lcl|NC_003075.7_cds_NP_194031.6_33777, lcl|NC_003075.7_cds_NP_192917.3_31405
OG0004126	g16211.t1	lcl|NC_003075.7_cds_NP_001328647.1_32056, lcl|NC_003075.7_cds_NP_001328646.1_32055, lcl|NC_003075.7_cds_NP_193211.2_32057
OG0004128	g15729.t1	lcl|NC_003075.7_cds_NP_567450.1_32101, lcl|NC_003075.7_cds_NP_974551.1_32103, lcl|NC_003075.7_cds_NP_974552.1_32102
OG0004129	g30640.t1, g30642.t1, g30641.t1	lcl|NC_003075.7_cds_NP_193247.2_32147
OG0004133	g31001.t1, g1556.t1	lcl|NC_003075.7_cds_NP_001154239.1_32372, lcl|NC_003075.7_cds_NP_567485.4_32373
OG0004141	g13621.t1, g13621.t2	lcl|NC_003075.7_cds_NP_001328216.1_32646, lcl|NC_003075.7_cds_NP_193462.1_32647
OG0004144	g11427.t1, g13560.t1	lcl|NC_003076.8_cds_NP_199522.2_44235, lcl|NC_003075.7_cds_NP_567532.1_32725
OG0004145	g11430.t1	lcl|NC_003075.7_cds_NP_001329532.1_32728, lcl|NC_003075.7_cds_NP_001319976.1_32727, lcl|NC_003075.7_cds_NP_001329531.1_32726
OG0004146	g32965.t1, g31473.t1	lcl|NC_003075.7_cds_NP_001329809.1_32760, lcl|NC_003075.7_cds_NP_567538.1_32761
OG0004149	g2670.t1, g33290.t1, g19905.t1	lcl|NC_003075.7_cds_NP_193537.2_32809
OG0004152	g24622.t1	lcl|NC_003076.8_cds_NP_199436.1_44076, lcl|NC_003075.7_cds_NP_193563.3_32855, lcl|NC_003075.7_cds_NP_001329801.1_32854
OG0004154	g1349.t1, g29431.t1	lcl|NC_003075.7_cds_NP_193605.1_32937, lcl|NC_003076.8_cds_NP_199393.1_44004
OG0004167	g27956.t1, g1280.t1, g27958.t1	lcl|NC_003075.7_cds_NP_193898.3_33523
OG0004168	g31260.t1, g69.t1, g24781.t1	lcl|NC_003075.7_cds_NP_193902.1_33528
OG0004173	g18481.t1, g4013.t1	lcl|NC_003075.7_cds_NP_194065.3_33851, lcl|NC_003075.7_cds_NP_974595.1_33852
OG0004183	g18511.t1	lcl|NC_003075.7_cds_NP_001328550.1_34322, lcl|NC_003075.7_cds_NP_194286.1_34321, lcl|NC_003076.8_cds_NP_200039.1_45209
OG0004187	g22530.t1	lcl|NC_003075.7_cds_NP_567736.3_34398, lcl|NC_003076.8_cds_NP_200529.4_46111, lcl|NC_003076.8_cds_NP_001330975.1_46112
OG0004192	g14504.t1	lcl|NC_003075.7_cds_NP_194414.1_34579, lcl|NC_003076.8_cds_NP_001154779.1_45724, lcl|NC_003076.8_cds_NP_200327.1_45723
OG0004193	g32900.t1, g20674.t1	lcl|NC_003076.8_cds_NP_200323.1_45712, lcl|NC_003075.7_cds_NP_567759.1_34580
OG0004204	g16460.t2, g16460.t1, g3802.t1	lcl|NC_003075.7_cds_NP_194579.1_34895
OG0004209	g16395.t1, g16456.t1	lcl|NC_003075.7_cds_NP_001329182.1_35068, lcl|NC_003075.7_cds_NP_194667.1_35067
OG0004215	g21370.t1, g28743.t1	lcl|NC_003075.7_cds_NP_194789.1_35274, lcl|NC_003075.7_cds_NP_001329356.1_35273
OG0004218	g14043.t1	lcl|NC_003075.7_cds_NP_001329161.1_35531, lcl|NC_003075.7_cds_NP_001320109.1_35533, lcl|NC_003075.7_cds_NP_194906.1_35532
OG0004219	g7987.t1	lcl|NC_003075.7_cds_NP_001190884.1_35559, lcl|NC_003075.7_cds_NP_194918.2_35557, lcl|NC_003075.7_cds_NP_001328314.1_35558
OG0004220	g20014.t1	lcl|NC_003075.7_cds_NP_194945.3_35603, lcl|NC_003075.7_cds_NP_001031768.1_35605, lcl|NC_003075.7_cds_NP_001119092.1_35604
OG0004223	g21568.t1, g21566.t1	lcl|NC_003075.7_cds_NP_001078479.1_35618, lcl|NC_003075.7_cds_NP_001190887.1_35619
OG0004227	g31712.t1, g11711.t1	lcl|NC_003075.7_cds_NP_001329839.1_35702, lcl|NC_003075.7_cds_NP_194986.2_35703
OG0004234	g15000.t1, g22774.t1	lcl|NC_003075.7_cds_NP_567945.1_35989, lcl|NC_003075.7_cds_NP_001320129.1_35990
OG0004240	g2736.t1, g22822.t1	lcl|NC_003075.7_cds_NP_001329504.1_36112, lcl|NC_003075.7_cds_NP_195175.1_36113
OG0004248	g19412.t1	lcl|NC_003075.7_cds_NP_195350.5_36480, lcl|NC_003075.7_cds_NP_568000.1_36482, lcl|NC_003075.7_cds_NP_195351.2_36481
OG0004256	g19684.t1, g8794.t1, g19261.t1	lcl|NC_003075.7_cds_NP_195506.1_36743
OG0004286	g4683.t1	lcl|NC_003076.8_cds_NP_001119179.1_38197, lcl|NC_003076.8_cds_NP_568171.1_38196, lcl|NC_003076.8_cds_NP_850783.1_38195
OG0004289	g5467.t1	lcl|NC_003076.8_cds_NP_568174.1_38230, lcl|NC_003076.8_cds_NP_001119181.1_38231, lcl|NC_003076.8_cds_NP_001119180.1_38229
OG0004290	g12668.t1	lcl|NC_003076.8_cds_NP_001078538.1_38251, lcl|NC_003076.8_cds_NP_850784.1_38252, lcl|NC_003076.8_cds_NP_001190244.1_38250
OG0004298	g33371.t1	lcl|NC_003076.8_cds_NP_200921.2_46845, lcl|NC_003076.8_cds_NP_001332606.1_38470, lcl|NC_003076.8_cds_NP_196417.1_38469
OG0004308	g26201.t1	lcl|NC_003076.8_cds_NP_001078558.1_38752, lcl|NC_003076.8_cds_NP_201266.1_47523, lcl|NC_003076.8_cds_NP_196536.1_38753
OG0004309	g19603.t1, g3464.t1	lcl|NC_003076.8_cds_NP_568221.1_38779, lcl|NC_003076.8_cds_NP_001031863.1_38780
OG0004313	g25478.t1, g25482.t1	lcl|NC_003076.8_cds_NP_196590.1_38855, lcl|NC_003076.8_cds_NP_201326.1_47652
OG0004315	g33901.t1, g18016.t1	lcl|NC_003076.8_cds_NP_001190274.1_38884, lcl|NC_003076.8_cds_NP_196598.1_38885
OG0004321	g34209.t1	lcl|NC_003076.8_cds_NP_568245.1_39041, lcl|NC_003076.8_cds_NP_001154707.1_39040, lcl|NC_003076.8_cds_NP_001154706.1_39039
OG0004322	g3124.t1, g16359.t1, g21610.t1	lcl|NC_003076.8_cds_NP_196684.1_39054
OG0004332	g32681.t1, g32682.t1	lcl|NC_003076.8_cds_NP_196848.1_39390, lcl|NC_003076.8_cds_NP_568288.1_39389
OG0004334	g25040.t1	lcl|NC_003076.8_cds_NP_196868.1_39425, lcl|NC_003076.8_cds_NP_001331241.1_39426, lcl|NC_003076.8_cds_NP_001331240.1_39427
OG0004342	g18927.t1, g35509.t1, g5295.t1	lcl|NC_003076.8_cds_NP_197053.1_39781
OG0004350	g32496.t1	lcl|NC_003076.8_cds_NP_197229.1_40091, lcl|NC_003076.8_cds_NP_001331720.1_40092, lcl|NC_003076.8_cds_NP_198529.3_42414
OG0004357	g31722.t1	lcl|NC_003076.8_cds_NP_197362.1_40330, lcl|NC_003076.8_cds_NP_001190331.1_40331, lcl|NC_003076.8_cds_NP_001318594.1_40329
OG0004362	g3098.t1	lcl|NC_003076.8_cds_NP_568389.1_40592, lcl|NC_003076.8_cds_NP_001318606.1_40591, lcl|NC_003076.8_cds_NP_001331019.1_40593
OG0004368	g27499.t1	lcl|NC_003076.8_cds_NP_001154724.1_40702, lcl|NC_003076.8_cds_NP_001318612.1_40700, lcl|NC_003076.8_cds_NP_001318611.1_40701
OG0004369	g29288.t1, g29326.t1	lcl|NC_003076.8_cds_NP_568397.1_40721, lcl|NC_003076.8_cds_NP_001332370.1_40720
OG0004400	g22327.t1, g34469.t1, g23304.t1	lcl|NC_003076.8_cds_NP_198119.1_41877
OG0004401	g4691.t1	lcl|NC_003076.8_cds_NP_001332660.1_42029, lcl|NC_003076.8_cds_NP_198216.2_42028, lcl|NC_003076.8_cds_NP_001332659.1_42030
OG0004411	g34818.t1	lcl|NC_003076.8_cds_NP_198518.1_42405, lcl|NC_003076.8_cds_NP_001331077.1_42407, lcl|NC_003076.8_cds_NP_001078672.1_42406
OG0004420	g28396.t1, g25947.t1, g25805.t1	lcl|NC_003076.8_cds_NP_198801.1_42879
OG0004424	g31873.t1	lcl|NC_003076.8_cds_NP_001332682.1_43036, lcl|NC_003076.8_cds_NP_001318716.1_43035, lcl|NC_003076.8_cds_NP_851109.1_43034
OG0004426	g31226.t1	lcl|NC_003076.8_cds_NP_568591.1_43154, lcl|NC_003076.8_cds_NP_568592.1_43155, lcl|NC_003076.8_cds_NP_001331083.1_43153
OG0004436	g12609.t1	lcl|NC_003076.8_cds_NP_001332727.1_43645, lcl|NC_003076.8_cds_NP_199216.2_43646, lcl|NC_003076.8_cds_NP_001332726.1_43647
OG0004437	g4776.t1, g20514.t1	lcl|NC_003076.8_cds_NP_199229.1_43670, lcl|NC_003076.8_cds_NP_001330762.1_43671
OG0004451	g27335.t1, g28640.t1	lcl|NC_003076.8_cds_NP_001330141.1_44516, lcl|NC_003076.8_cds_NP_199667.1_44515
OG0004466	g18471.t1, g9494.t1	lcl|NC_003076.8_cds_NP_568772.3_45239, lcl|NC_003076.8_cds_NP_001119418.1_45240
OG0004468	g12332.t2, g12332.t1	lcl|NC_003076.8_cds_NP_001318791.1_45323, lcl|NC_003076.8_cds_NP_568781.1_45324
OG0004469	g6487.t1, g3954.t1, g9449.t1	lcl|NC_003076.8_cds_NP_568787.1_45378
OG0004470	g18422.t1	lcl|NC_003076.8_cds_NP_001190530.1_45436, lcl|NC_003076.8_cds_NP_001190529.1_45435, lcl|NC_003076.8_cds_NP_200158.2_45434
OG0004475	g14485.t1, g32880.t1	lcl|NC_003076.8_cds_NP_200337.1_45741, lcl|NC_003076.8_cds_NP_001330655.1_45740
OG0004476	g2801.t1	lcl|NC_003076.8_cds_NP_001318805.1_45863, lcl|NC_003076.8_cds_NP_200396.2_45862, lcl|NC_003076.8_cds_NP_001154782.1_45861
OG0004491	g26907.t1, g27081.t1	lcl|NC_003076.8_cds_NP_200812.2_46640, lcl|NC_003076.8_cds_NP_001190573.1_46639
OG0004494	g12804.t1, g4951.t1	lcl|NC_003076.8_cds_NP_001331788.1_46729, lcl|NC_003076.8_cds_NP_200853.1_46730
OG0004500	g26051.t1, g33331.t1	lcl|NC_003076.8_cds_NP_200949.1_46909, lcl|NC_003076.8_cds_NP_851240.1_46910
OG0004504	g28260.t1, g23442.t1	lcl|NC_003076.8_cds_NP_201036.1_47107, lcl|NC_003076.8_cds_NP_001078781.1_47106
OG0004505	g21856.t1, g19919.t2, g19919.t1	lcl|NC_003076.8_cds_NP_568955.1_47136
OG0004510	g28103.t1	lcl|NC_003076.8_cds_NP_568985.1_47422, lcl|NC_003076.8_cds_NP_001032134.1_47421, lcl|NC_003076.8_cds_NP_001078792.1_47423
OG0004514	g3375.t1	lcl|NC_003076.8_cds_NP_001078802.1_47758, lcl|NC_003076.8_cds_NP_001318886.1_47756, lcl|NC_003076.8_cds_NP_201373.1_47757
OG0004524	g19124.t1	lcl|NC_003076.8_cds_NP_201518.2_48064, lcl|NC_003076.8_cds_NP_001318894.1_48063, lcl|NC_003076.8_cds_NP_001330571.1_48065
OG0004526	g15085.t1	lcl|NC_003076.8_cds_NP_001119515.1_48116, lcl|NC_003076.8_cds_NP_201545.1_48115, lcl|NC_003076.8_cds_NP_001331087.1_48114
OG0005085	g13263.t1, g24112.t1	lcl|NC_003070.9_cds_NP_563644.1_238
OG0005092	g30802.t1	lcl|NC_003070.9_cds_NP_849577.1_315, lcl|NC_003070.9_cds_NP_171751.1_314
OG0005094	g27777.t1	lcl|NC_003070.9_cds_NP_171777.1_360, lcl|NC_003075.7_cds_NP_192132.1_30190
OG0005101	g28839.t1	lcl|NC_003070.9_cds_NP_849583.1_444, lcl|NC_003070.9_cds_NP_563674.1_445
OG0005111	g25179.t1	lcl|NC_003070.9_cds_NP_171921.1_670, lcl|NC_003074.8_cds_NP_187124.1_20993
OG0005144	g27167.t1, g28504.t1	lcl|NC_003070.9_cds_NP_172191.1_1268
OG0005158	g5040.t1, g17959.t1	lcl|NC_003070.9_cds_NP_563809.1_1529
OG0005173	g22405.t1	lcl|NC_003070.9_cds_NP_172390.1_1718, lcl|NC_003070.9_cds_NP_176029.1_8425
OG0005174	g11424.t1	lcl|NC_003076.8_cds_NP_199557.1_44300, lcl|NC_003070.9_cds_NP_172393.2_1737
OG0005177	g28141.t1	lcl|NC_003070.9_cds_NP_001322308.1_1757, lcl|NC_003070.9_cds_NP_172405.1_1756
OG0005187	g26710.t1	lcl|NC_003070.9_cds_NP_563862.1_1930, lcl|NC_003070.9_cds_NP_564742.1_8691
OG0005197	g6085.t1	lcl|NC_003070.9_cds_NP_973808.1_2077, lcl|NC_003070.9_cds_NP_563880.1_2076
OG0005200	g658.t1	lcl|NC_003070.9_cds_NP_564773.1_8990, lcl|NC_003070.9_cds_NP_001184959.1_2135
OG0005211	g931.t1, g14856.t1	lcl|NC_003070.9_cds_NP_172664.1_2326
OG0005218	g31137.t1	lcl|NC_003070.9_cds_NP_001184972.1_2397, lcl|NC_003070.9_cds_NP_563908.1_2396
OG0005224	g11904.t1	lcl|NC_003070.9_cds_NP_001322372.1_2437, lcl|NC_003070.9_cds_NP_172731.1_2436
OG0005232	g10742.t1	lcl|NC_003070.9_cds_NP_172780.1_2523, lcl|NC_003074.8_cds_NP_189189.1_25011
OG0005234	g2111.t1	lcl|NC_003070.9_cds_NP_172784.1_2530, lcl|NC_003074.8_cds_NP_189201.1_25035
OG0005242	g21373.t1	lcl|NC_003070.9_cds_NP_172851.1_2670, lcl|NC_003070.9_cds_NP_001184991.1_2671
OG0005244	g32433.t1, g11046.t1	lcl|NC_003070.9_cds_NP_172853.1_2675
OG0005264	g3196.t1	lcl|NC_003070.9_cds_NP_173021.1_2992, lcl|NC_003070.9_cds_NP_001077542.1_2993
OG0005269	g19658.t1	lcl|NC_003070.9_cds_NP_173064.1_3083, lcl|NC_003070.9_cds_NP_001319018.1_3084
OG0005274	g23022.t1	lcl|NC_003070.9_cds_NP_001117297.1_3168, lcl|NC_003070.9_cds_NP_173105.1_3167
OG0005277	g14964.t1	lcl|NC_003070.9_cds_NP_173114.1_3186, lcl|NC_003070.9_cds_NP_178022.1_12223
OG0005303	g19848.t1	lcl|NC_003070.9_cds_NP_001320464.1_3544, lcl|NC_003070.9_cds_NP_973858.1_3543
OG0005310	g33260.t1	lcl|NC_003070.9_cds_NP_177621.2_11487, lcl|NC_003070.9_cds_NP_173333.1_3618
OG0005315	g3412.t1, g15931.t1	lcl|NC_003070.9_cds_NP_173356.1_3655
OG0005329	g7474.t1	lcl|NC_003070.9_cds_NP_173478.2_3875, lcl|NC_003070.9_cds_NP_177753.1_11709
OG0005348	g26493.t1	lcl|NC_003070.9_cds_NP_173625.1_4158, lcl|NC_003070.9_cds_NP_001323297.1_4157
OG0005363	g10882.t1	lcl|NC_003070.9_cds_NP_001323007.1_4321, lcl|NC_003070.9_cds_NP_173713.1_4322
OG0005367	g20045.t1	lcl|NC_003070.9_cds_NP_177217.1_10744, lcl|NC_003070.9_cds_NP_173743.1_4391
OG0005382	g2126.t1	lcl|NC_003070.9_cds_NP_176932.1_10206, lcl|NC_003070.9_cds_NP_564217.1_4592
OG0005383	g11225.t1	lcl|NC_003070.9_cds_NP_001154364.1_4610, lcl|NC_003070.9_cds_NP_173858.5_4609
OG0005393	g2264.t1, g10994.t1	lcl|NC_003070.9_cds_NP_564249.1_4821
OG0005396	g5251.t1, g5252.t1	lcl|NC_003070.9_cds_NP_174005.1_4885
OG0005401	g32364.t2, g32364.t1	lcl|NC_003070.9_cds_NP_564272.1_4953
OG0005417	g29763.t1	lcl|NC_003070.9_cds_NP_174161.1_5177, lcl|NC_003070.9_cds_NP_001185106.1_5176
OG0005439	g3985.t1, g9487.t1	lcl|NC_003070.9_cds_NP_564359.1_5555
OG0005446	g33414.t1	lcl|NC_003070.9_cds_NP_174428.1_5696, lcl|NC_003070.9_cds_NP_001319122.1_5695
OG0005484	g26484.t1	lcl|NC_003070.9_cds_NP_973961.1_6141, lcl|NC_003070.9_cds_NP_174684.2_6142
OG0005508	g16736.t2, g16736.t1	lcl|NC_003070.9_cds_NP_174971.5_6455
OG0005519	g31948.t1	lcl|NC_003070.9_cds_NP_175112.2_6633, lcl|NC_003070.9_cds_NP_001185154.1_6634
OG0005535	g10462.t1, g16800.t1	lcl|NC_003070.9_cds_NP_175219.1_6835
OG0005540	g21052.t1	lcl|NC_003070.9_cds_NP_001321802.1_6918, lcl|NC_003070.9_cds_NP_175261.1_6919
OG0005560	g22743.t1	lcl|NC_003074.8_cds_NP_188559.1_23856, lcl|NC_003070.9_cds_NP_175393.1_7183
OG0005565	g17310.t1	lcl|NC_003070.9_cds_NP_001117459.1_7247, lcl|NC_003070.9_cds_NP_175425.2_7248
OG0005576	g5867.t1, g34682.t1	lcl|NC_003070.9_cds_NP_175530.2_7410
OG0005586	g3036.t1	lcl|NC_003070.9_cds_NP_001323214.1_7614, lcl|NC_003070.9_cds_NP_175639.1_7613
OG0005589	g20315.t1	lcl|NC_003070.9_cds_NP_001322752.1_7673, lcl|NC_003070.9_cds_NP_564609.3_7672
OG0005590	g32998.t1	lcl|NC_003070.9_cds_NP_564616.1_7728, lcl|NC_003070.9_cds_NP_564615.3_7727
OG0005592	g6125.t1	lcl|NC_003070.9_cds_NP_175708.2_7743, lcl|NC_003070.9_cds_NP_001322925.1_7742
OG0005596	g2931.t1	lcl|NC_003070.9_cds_NP_175736.2_7802, lcl|NC_003074.8_cds_NP_188114.1_23011
OG0005600	g2900.t1	lcl|NC_003070.9_cds_NP_974018.3_7859, lcl|NC_003070.9_cds_NP_564636.2_7858
OG0005612	g34659.t1	lcl|NC_003070.9_cds_NP_001321327.1_8050, lcl|NC_003070.9_cds_NP_175851.1_8049
OG0005629	g35654.t1	lcl|NC_003070.9_cds_NP_564711.1_8394, lcl|NC_003070.9_cds_NP_001320440.1_8395
OG0005667	g12821.t1, g30418.t1	lcl|NC_003070.9_cds_NP_176533.1_9433
OG0005668	g26977.t1	lcl|NC_003076.8_cds_NP_198942.1_43135, lcl|NC_003070.9_cds_NP_176539.4_9448
