Sample_Name,index,label,MaternalLine,FlowerHead,Id,Country,State,County,Latitude,Longitude,Google_latitude,Google_longitude,Locality,Location Details,PlantingDate,FirstLeafDate,TransplantDate,flwrBud_19844,flwrBud_19851,latBuds_19844,leafLong_19844,leafLong_19851,leafLong_19858,leafWide_19844,leafWide_19851,leafWide_19858,notes_19851,notes_19865,notes_19872,notes_19879,notes_19886,notes_19893,notes_19900,notes_19907,notes_19915,notes_19929,notes_19935,notes_19942,notes_19949,notes_19957,notes_19964,notes_19970,notes_19978,notes_19991,numDeadF_19898,numDeadF_19900,numDeadF_19902,numDeadF_19905,numDeadF_19907,numDeadF_19912,numDeadF_19915,numDeadF_19919,numDeadF_19922,numDeadF_19926,numDeadF_19929,numDeadF_19935,numDeadF_19942,numDeadF_19949,numDeadF_19957,numDeadF_19964,numDeadF_19970,numDeadF_19978,numDeadF_19991,numDiscF_19853,numDiscF_19856,numDiscF_19858,numDiscF_19860,numDiscF_19863,numDiscF_19865,numDiscF_19867,numDiscF_19870,numDiscF_19872,numDiscF_19874,numDiscF_19877,numDiscF_19879,numDiscF_19881,numDiscF_19884,numDiscF_19886,numDiscF_19888,numDiscF_19891,numDiscF_19893,numDiscF_19895,numDiscF_19898,numDiscF_19900,numDiscF_19902,numDiscF_19905,numDiscF_19907,numDiscF_19912,numDiscF_19915,numDiscF_19919,numDiscF_19922,numDiscF_19926,numDiscF_19929,numDiscF_19935,numDiscF_19942,numDiscF_19949,numDiscF_19957,numDiscF_19964,numDiscF_19970,numDiscF_19978,numDiscF_19991,numFlwrB_19853,numFlwrB_19856,numFlwrB_19858,numFlwrB_19860,numFlwrB_19863,numFlwrB_19865,numFlwrB_19867,numFlwrB_19870,numFlwrB_19872,numFlwrB_19874,numFlwrB_19877,numFlwrB_19879,numFlwrB_19881,numFlwrB_19884,numFlwrB_19886,numFlwrB_19888,numFlwrB_19891,numFlwrB_19893,numFlwrB_19895,numFlwrB_19898,numFlwrB_19900,numFlwrB_19902,numFlwrB_19905,numFlwrB_19907,numFlwrB_19912,numFlwrB_19915,numFlwrB_19919,numFlwrB_19922,numFlwrBud_19844,numLSt_19865,numLSt_19872,numLSt_19879,numLSt_19886,numLSt_19893,numLSt_19900,numLSt_19907,numLSt_19915,numLSt_19929,numLvs_19844,numLvs_19851,numLvs_19858,numRayF_19853,numRayF_19856,numRayF_19858,numRayF_19860,numRayF_19863,numRayF_19865,numRayF_19867,numRayF_19870,numRayF_19872,numRayF_19874,numRayF_19877,numRayF_19879,numRayF_19881,numRayF_19884,numRayF_19886,numRayF_19888,numRayF_19891,numRayF_19893,numRayF_19895,numRayF_19898,numRayF_19900,numRayF_19902,numRayF_19905,numRayF_19907,numRayF_19912,numRayF_19915,numRayF_19919,numRayF_19922,numRayF_19926,numRayF_19929,numRayF_19935,numRayF_19942,numRayF_19949,numRayF_19957,numRayF_19964,numRayF_19970,numRayF_19978,numRayF_19991,numRos_19844,numRos_19851,numRos_19858,numRos_19865,numRos_19872,numRos_19879,numRos_19886,numRos_19893,numRos_19900,numRos_19907,numRos_19915,numRos_19929,numRos_19942,numStem_19844,numStem_19851,numStem_19858,numStem_19865,numStem_19872,numStem_19879,numStem_19886,numStem_19893,numStem_19900,numStem_19907,numStem_19915,numStem_19929,numStem_19942,numStem_19957,numStem_19970,numStem_19991,planting_NA,Pot_NA,stemLength_19844,stemLength_19851,stemLength_19858,stemLength_19865,stemLength_19872,stemLength_19879,stemLength_19886,stemLength_19893,stemLength_19900,stemLength_19907,stemLength_19915,stemLength_19929,stemLength_19942,stemLength_19957,stemLength_19970,stemLength_19991,Surv_19844,Surv_19851,Surv_19865,Surv_19872,Surv_19879,Surv_19886,Surv_19893,Surv_19900,Surv_19907,Surv_19915,Surv_19929,Surv_19935,Surv_19942,Surv_19949,Surv_19957,Surv_19964,Surv_19970,Surv_19978,Surv_19991,Taxon,Area,Bed,Position/Spot,Inventory Date,Status,Plant Count,Planting Material Type,Source,Provenance,Property,Ipen,Restriction,Date received,Quantity received,Collector,Collection Num,Collection Date,Sampling method,EO ID,EO number,Property ownership,Notes on Habitat and soil,Mother Plant/Maternal Pop,Family,Seed/Lot #,Index Seminum Year
Boltonia_250,250,8-5-7,2011-2598-1,S6B,1180001,United States,Illinois,Jersey,38.961398423802066,-90.51481032460987,38.961398423802066, -90.51481032460987,NA,"Gilbert Lake, Maternal lines = 32, Seedheads = 98; 6 packets",2/29/24,3/6/24,4/12/24,N,NA,5,12,NA,13.5,1.9,NA,1.6,A whole datasheet was left blank.,NA,NA,NA,NA,NA,Primary stem not the tallest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1,4,3,3,3,6,7,10,8,8,9,10,18,19,29,26,32,NA,0,0,0,0,0,0,1,1,1,2,2,3,3,3,4,4,4,7,6,3,7,4,5,5,5,3,4,1,3,6,6,9,8,11,27,61,81,NA,0,1,3,3,2,2,2,4,4,1,3,4,3,3,1,1,3,3,6,5,7,7,6,4,3,7,9,0,3,5,4,2,4,7,8,7,7,24,NA,49,NA,0,0,0,0,1,1,1,1,2,1,1,0,2,2,3,3,3,0,1,1,0,1,1,1,1,1,0,2,3,2,2,4,6,8,32,8,0,0,NA,3,0,0,0,0,0,0,1,0,1,1,1,NA,2,2,2,2,2,2,2,2,4,2,2,1,3,1,1997-5095-3,250,4.4,NA,20.9,37.2,42.2,42.6,42.2,54.5,42.6,42.6,42.6,42.6,42.6,43.8,43.8,43.8,Y,NA,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Boltonia decurrens,MBG Seed Bank,CCSD Seed Bank Freezer,NA,2023-12-01T00:00:00Z,Dormant,9628,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,NA,Project specific use only,2011-12-01T00:00:00Z,98,Smith,s.n.,08 Nov 1997,NA,NA,NA,NA,Open bottomland/floodplain,NA,Asteraceae,NA,NA
Boltonia_251,251,12-5-3,2011-2638-1,17A,1180041,United States,Illinois,Scott,39.7852777,-90.5902777,39.786569766256626, -90.58910563509704,Smith Lake,NA,3/1/24,3/8/24,4/12/24,NA,NA,0,10.7,NA,17.6,1.5,NA,1.3,A whole datasheet was left blank.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,1,12,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,0,12,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,10,20,0,1,NA,3,1,1,1,1,1,1,1,0,0,1,0,NA,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1998-5193-2,251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,9.8,36.4,90.4,98.3,98.5,Y,NA,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Boltonia decurrens,MBG Seed Bank,CCSD Seed Bank Freezer,NA,2023-12-01T00:00:00Z,Dormant,7818,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,US-1-MO-2011-2638,Project specific use only,2011-12-01T00:00:00Z,81,Smith,s.n.,11 Nov 1998,Maternal Lines,NA,NA,NA,Open bottomland/floodplain,NA,Asteraceae,NA,NA
Boltonia_252,252,6-6-4,2011-2636-1,10,1180039,United States,Illinois,Cass,40.010555600000004,-90.4458333,40.0178975293398, -90.42445029519197,NA,"Beardstown, Maternal lines = 52, Seedheads = 53; 3 packets",2/29/24,3/7/24,4/12/24,NA,NA,0,9.2,NA,14.8,2,NA,2.1,A whole datasheet was left blank.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,10,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,1,1,1,1,1,1,1,4,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997-5329-2,252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Boltonia decurrens,MBG Seed Bank,CCSD Seed Bank Freezer,NA,2023-12-01T00:00:00Z,Dormant,5079,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,NA,Project specific use only,2011-12-01T00:00:00Z,53,Smith,s.n.,21 Nov 1997,NA,NA,NA,NA,Open bottomland/floodplain,NA,Asteraceae,NA,NA
Boltonia_253,253,2-6-11,2011-2675-1,25A,1180078,United States,Illinois,Schuyler,40.0672223,-90.4275,40.07010712467176, -90.42899627731745,NA,"Frederick Borrow Pit, Maternal lines = 30, Seedheads = 90; 3 packets",2/29/24,3/7/24,4/12/24,NA,NA,4,12.9,20.7,25.6,1.1,2.5,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,103,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,10,16,22,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,22,1,1,2,4,2,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,2,2,2,2,2,2,1999-5412-3,253,NA,NA,1.7,NA,NA,NA,NA,NA,1.5,11.7,14.7,50,82.8,125.7,149.5,148.6,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Boltonia decurrens,MBG Seed Bank,CCSD Seed Bank Freezer,NA,2023-12-01T00:00:00Z,Dormant,8728,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,NA,Project specific use only,2011-12-01T00:00:00Z,90,Smith,s.n.,07 Oct 1999,NA,NA,NA,NA,Open bottomland/floodplain,NA,Asteraceae,NA,NA
Boltonia_254,254,2-5-2,2011-2638-1,20C,1180041,United States,Illinois,Scott,39.7852777,-90.5902777,39.786569766256626, -90.58910563509704,Smith Lake,NA,2/29/24,3/7/24,4/12/24,NA,NA,0,7.7,11,16.7,1.8,1.8,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,21,24,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,2,2,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998-5196-3,254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Boltonia decurrens,MBG Seed Bank,CCSD Seed Bank Freezer,NA,2023-12-01T00:00:00Z,Dormant,7818,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,US-1-MO-2011-2638,Project specific use only,2011-12-01T00:00:00Z,81,Smith,s.n.,11 Nov 1998,Maternal Lines,NA,NA,NA,Open bottomland/floodplain,NA,Asteraceae,NA,NA
Boltonia_255,255,10-4-3,2011-2599-1,27,1180002,United States,Illinois,Saint Clair,38.6494444,-90.1161111,38.651507278988504, -90.10298738781107,NA,"Fairmont City, Maternal lines = 28, Seedheads = 28; 2 packets",3/1/24,3/7/24,4/12/24,NA,NA,0,10.7,17.2,20.3,2.2,2.1,2.3,NA,Roots coming out of pot,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,13,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,0,0,13,17,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,2,13,24,20,1,2,2,2,1,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1997-5084-2,255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.3,39,79.5,128.6,133.7,134.5,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Boltonia decurrens,MBG Seed Bank,CCSD Seed Bank Freezer,NA,2023-12-01T00:00:00Z,Dormant,2632,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,NA,Project specific use only,2011-12-01T00:00:00Z,28,Smith,s.n.,05 Dec 1997,NA,NA,NA,NA,Open bottomland/floodplain,NA,Asteraceae,NA,NA
Boltonia_256,256,2-5-1,2011-2638-1,20C,1180041,United States,Illinois,Scott,39.7852777,-90.5902777,39.786569766256626, -90.58910563509704,Smith Lake,NA,2/29/24,3/10/24,4/12/24,NA,NA,2,7,10.3,16,1.2,1.2,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,137,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,0,0,0,7,13,16,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,69,26,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1998-5196-2,256,NA,NA,NA,NA,NA,NA,NA,NA,6,15.4,32.1,67.6,92,102.2,102.1,100.3,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Boltonia decurrens,MBG Seed Bank,CCSD Seed Bank Freezer,NA,2023-12-01T00:00:00Z,Dormant,7818,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,US-1-MO-2011-2638,Project specific use only,2011-12-01T00:00:00Z,81,Smith,s.n.,11 Nov 1998,Maternal Lines,NA,NA,NA,Open bottomland/floodplain,NA,Asteraceae,NA,NA
Boltonia_257,257,2-3-9,2011-2650-1,1A,1180053,United States,Illinois,Woodford,40.8852777,-89.4583333,40.84668797480775, -89.0297386240063,NA,"Woodford County, Maternal lines = 30, Seedheads = 90; 6 packets",2/29/24,3/10/24,4/12/24,NA,NA,1,7.4,10.6,16.5,1.5,1.7,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,10,12,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999-5357-2,257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Boltonia decurrens,MBG Seed Bank,CCSD Seed Bank Freezer,NA,2023-12-01T00:00:00Z,Dormant,8743,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,US-1-MO-2011-2650,Project specific use only,2011-12-01T00:00:00Z,90,Smith,s.n.,11 Nov 1999,NA,NA,NA,NA,Open bottomland/floodplain,NA,Asteraceae,NA,NA
Boltonia_258,258,5-2-2,2011-2623-1,19A,1180026,United States,Illinois,Hennepin,41.34414603458205,-89.55849691836283,41.34414603458205, -89.55849691836283,NA,"Hennepin Bridge, Maternal lines = 30, Seedheads = 90; 6 packets",2/29/24,3/9/24,4/12/24,N,NA,0,13.6,20.8,25.8,1.8,2.2,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,12,15,17,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1999-5137-2,258,1.3,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Boltonia decurrens,MBG Seed Bank,CCSD Seed Bank Freezer,NA,2023-12-01T00:00:00Z,Dormant,2883,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,NA,Project specific use only,2011-12-01T00:00:00Z,90,Smith,s.n.,11 Nov 1999,NA,NA,NA,NA,Open bottomland/floodplain,NA,Asteraceae,NA,NA
Boltonia_259,259,9-1-9,2011-2598-1,S10D,1180001,United States,Illinois,Jersey,38.961398423802066,-90.51481032460987,38.961398423802066, -90.51481032460987,NA,"Gilbert Lake, Maternal lines = 32, Seedheads = 98; 6 packets",2/29/24,3/6/24,4/12/24,N,NA,0,8.8,17.4,23.7,1.6,1.4,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,11,13,16,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1997-5101-2,259,1.3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Boltonia decurrens,MBG Seed Bank,CCSD Seed Bank Freezer,NA,2023-12-01T00:00:00Z,Dormant,9628,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,NA,Project specific use only,2011-12-01T00:00:00Z,98,Smith,s.n.,08 Nov 1997,NA,NA,NA,NA,Open bottomland/floodplain,NA,Asteraceae,NA,NA
Boltonia_260,260,1-6-12,2011-2636-1,19,1180039,United States,Illinois,Cass,40.010555600000004,-90.4458333,40.0178975293398, -90.42445029519197,NA,"Beardstown, Maternal lines = 52, Seedheads = 53; 3 packets",2/29/24,3/7/24,4/12/24,NA,NA,0,8.5,11.1,17.2,1.5,1.4,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,11,15,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997-5338-2,260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Boltonia decurrens,MBG Seed Bank,CCSD Seed Bank Freezer,NA,2023-12-01T00:00:00Z,Dormant,5079,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,NA,Project specific use only,2011-12-01T00:00:00Z,53,Smith,s.n.,21 Nov 1997,NA,NA,NA,NA,Open bottomland/floodplain,NA,Asteraceae,NA,NA
Boltonia_261,261,12-5-11,2011-2635-1,13,1180038,United States,Illinois,Alton,38.86501904919102,-90.22302347588696,38.86501904919102, -90.22302347588696,NA,"West Alton, Maternal lines = 32, Seedheads = 32; 2 packets",3/1/24,3/9/24,4/12/24,NA,NA,0,9,13.3,18.5,1.6,1.6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,5,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,1,4,4,2,12,54,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,1,NA,0,0,NA,NA,NA,0,0,0,8,10,12,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,3,0,1,9,34,14,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1999-5218-3,261,NA,NA,NA,NA,NA,NA,NA,NA,2.5,19.5,42,82.1,84.8,88.8,86.8,86.8,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Boltonia decurrens,MBG Seed Bank,CCSD Seed Bank Freezer,NA,2023-12-01T00:00:00Z,Dormant,2831,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,NA,Project specific use only,2011-12-01T00:00:00Z,32,Smith,s.n.,07 Nov 1999,NA,NA,NA,NA,Open bottomland/floodplain,NA,Asteraceae,NA,NA
